"country","articles_2014","articles_2015","articles_2016","articles_2017","articles_2018","articles_speed","articles_acc","access_openacc_2014","access_openacc_2015","access_openacc_2016","access_openacc_2017","access_openacc_2018","access_openacc_speed","access_openacc_acc","access_other_2014","access_other_2015","access_other_2016","access_other_2017","access_other_2018","access_other_speed","access_other_acc","affiliation_collab_2014","affiliation_collab_2015","affiliation_collab_2016","affiliation_collab_2017","affiliation_collab_2018","affiliation_collab_speed","affiliation_collab_acc","affiliation_collab_mean_2014","affiliation_collab_mean_2015","affiliation_collab_mean_2016","affiliation_collab_mean_2017","affiliation_collab_mean_2018","affiliation_collab_mean_speed","affiliation_collab_mean_acc","affiliation_collab_stdv_2014","affiliation_collab_stdv_2015","affiliation_collab_stdv_2016","affiliation_collab_stdv_2017","affiliation_collab_stdv_2018","affiliation_collab_stdv_speed","affiliation_collab_stdv_acc","affiliation_collab_med_2014","affiliation_collab_med_2015","affiliation_collab_med_2016","affiliation_collab_med_2017","affiliation_collab_med_2018","affiliation_collab_med_speed","affiliation_collab_med_acc","art_per_auth_mean_2014","art_per_auth_mean_2015","art_per_auth_mean_2016","art_per_auth_mean_2017","art_per_auth_mean_2018","art_per_auth_mean_speed","art_per_auth_mean_acc","art_per_auth_stdv_2014","art_per_auth_stdv_2015","art_per_auth_stdv_2016","art_per_auth_stdv_2017","art_per_auth_stdv_2018","art_per_auth_stdv_speed","art_per_auth_stdv_acc","art_per_auth_med_2014","art_per_auth_med_2015","art_per_auth_med_2016","art_per_auth_med_2017","art_per_auth_med_2018","art_per_auth_med_speed","art_per_auth_med_acc","collab_national_2014","collab_national_2015","collab_national_2016","collab_national_2017","collab_national_2018","collab_national_speed","collab_national_acc","collab_internat_2014","collab_internat_2015","collab_internat_2016","collab_internat_2017","collab_internat_2018","collab_internat_speed","collab_internat_acc","doctype_art_2014","doctype_art_2015","doctype_art_2016","doctype_art_2017","doctype_art_2018","doctype_art_speed","doctype_art_acc","doctype_confer_2014","doctype_confer_2015","doctype_confer_2016","doctype_confer_2017","doctype_confer_2018","doctype_confer_speed","doctype_confer_acc","doctype_other_2014","doctype_other_2015","doctype_other_2016","doctype_other_2017","doctype_other_2018","doctype_other_speed","doctype_other_acc","funding_mean_2014","funding_mean_2015","funding_mean_2016","funding_mean_2017","funding_mean_2018","funding_mean_speed","funding_mean_acc","funding_stdv_2014","funding_stdv_2015","funding_stdv_2016","funding_stdv_2017","funding_stdv_2018","funding_stdv_speed","funding_stdv_acc","funding_med_2014","funding_med_2015","funding_med_2016","funding_med_2017","funding_med_2018","funding_med_speed","funding_med_acc","subarea_science_2014","subarea_science_2015","subarea_science_2016","subarea_science_2017","subarea_science_2018","subarea_science_speed","subarea_science_acc","subarea_health_2014","subarea_health_2015","subarea_health_2016","subarea_health_2017","subarea_health_2018","subarea_health_speed","subarea_health_acc","subarea_social_2014","subarea_social_2015","subarea_social_2016","subarea_social_2017","subarea_social_2018","subarea_social_speed","subarea_social_acc","cites_2014","cites_2015","cites_2016","cites_2017","cites_2018","cites_speed","cites_acc","cites_per_auth_2014","cites_per_auth_2015","cites_per_auth_2016","cites_per_auth_2017","cites_per_auth_2018","cites_per_auth_speed","cites_per_auth_acc","class"
"Singapore",9365,9297,9684,9945,10370,2.059678269,1.666537374,1993,2234,2432,2790,2675,6.062851154,-2.606272952,7372,7063,7252,7155,7695,0.861322771,3.912901784,13220,14665,15823,16582,17556,5.837317378,-1.685523123,83.14465409,92.2327044,99.51572327,104.2893082,110.4150943,-5.515367852,1.435143873,135.073765,154.5524038,161.2570813,166.6775993,170.3545559,-4.535159665,3.481614793,43,46,52,57,61,-6.754533913,-0.011879306,21.95,22.78125,23.31875,23.99375,24.3,2.055014748,-0.83688063,10.8620857,9.273395961,9.485090502,11.02512675,11.01731056,-0.283385193,-5.686916174,19,20,20,21,20,-1.020621831,3.333333333,9316,9259,9648,9889,10287,2.002743299,1.545508153,9277,10020,11810,12751,13537,7.850701551,-0.614944079,6539,6706,6711,6972,7143,1.782675459,-0.033746504,1430,1264,1339,1266,1393,-0.522922962,7.213329062,1396,1327,1634,1707,1834,5.609450421,4.127548848,66.64375,67.7625,76.7,85.8125,93.5375,7.015150438,2.441160981,515.5146216,499.6985064,518.4148893,468.9737785,394.2614924,5.509441765,5.261600257,8,9,12,17,23,-19.03964008,-4.99194847,12079,11678,11899,12240,13010,-1.474025984,-3.11744379,2696,2939,3203,3327,3446,5.031381297,-1.812185734,1695,1727,1766,1845,1972,3.073599268,1.665187743,193938,160309,128871,81433,36627,-28.34810395,-12.56061403,21.7297479,18.25011384,13.89594565,8.649283059,3.658675457,-29.97488353,-13.89548,"A"
"Singapore",6692,7034,7630,8112,7938,3.473951038,-2.418516737,801,1010,1151,1283,1289,9.982624823,-9.412451645,5891,6024,6479,6829,6649,2.450353687,-1.631166348,9446,10352,11236,12115,12738,6.162383537,-1.482991983,59.40880503,65.10691824,70.66666667,76.19496855,80.11320755,-5.804677073,1.287018102,117.9830611,119.7917809,124.3618478,133.3472424,125.3003471,-1.196238839,2.643990617,26,27,34,37,46,-10.78392697,-5.287171229,21.71875,22.59375,23.86875,25.15625,22.425,0.642061739,-4.961973279,10.53545788,9.610853976,10.23505007,9.314590485,8.767112646,3.7431345,-1.125245625,18,19,21,22.5,19,-1.075518913,7.894736842,6681,7018,7617,8095,7866,3.319547167,-2.624353933,5467,6538,7325,8042,9047,10.59897531,-2.364459188,4307,4615,4815,5105,5104,3.453969431,-2.390245977,1747,1637,1963,2001,1886,1.542945422,0.183127288,638,782,852,1006,948,8.242429572,-9.44531349,46.83125,50.25,60.26875,68.30625,72.7125,9.19799527,-0.283139794,382.4621364,395.9617858,407.2113589,381.0955079,297.1242331,5.179251187,10.55688878,5,5,8,12,17.5,-22.16294584,-10.47619048,10757,11544,12161,13528,13221,-4.041075302,3.0464859,515,641,695,748,837,10.2005205,-4.189207899,1183,1272,1318,1543,1416,3.661073434,-5.251321788,152098,129662,109263,72661,32527,-26.54453687,-13.49452224,27.79568713,22.405737,17.19323367,10.91661659,4.791838539,-29.64338244,-12.23792542,"A"
"United States",4299,4582,4505,4588,4854,2.45813949,-0.261731015,1142,1471,1589,1536,1413,4.350662725,-7.670457871,3157,3111,2916,3052,3441,1.737724106,4.734273335,16906,16797,21597,22690,26882,9.719581501,6.373280225,106.327044,105.6415094,135.8301887,142.7044025,169.0691824,-8.858565962,-5.414334408,30.1623239,30.72628921,35.39598911,30.77162787,35.11123725,-2.992852753,-3.508051252,99,96,126,132,157,-8.810022524,-6.349522293,84.93125,86.1,106.5,121.93125,144.79375,11.25933505,5.791402444,8.923237895,5.47860332,4.185930312,1.815800238,11.61006767,-5.128111845,-49.07814781,78,82,104,121,145,-11.66245611,-3.891225119,4291,4570,4497,4573,4833,2.407474526,-0.272145099,7576,7684,9913,9820,11686,9.054899835,5.858827426,3018,3081,3155,3173,3456,2.74741389,2.277176316,635,651,697,670,647,0.375127762,-1.98417362,646,850,653,745,751,3.057946311,-10.25785941,42.0125,43.96875,56.35,66.98125,96.88125,18.18768925,13.32766858,208.2390676,236.8754794,213.7851505,193.9695714,163.0958499,5.008356195,10.33967597,14,18,29,39.5,76,-28.70437366,-8.601364522,5775,5739,6049,5954,6661,-2.814267804,-3.747102967,383,387,368,372,405,1.123303763,2.60886044,1068,1362,1112,1148,1134,1.206489363,-9.582534028,117975,109153,75595,47665,22338,-28.31127439,-15.21918961,37.71579284,32.4860119,23.95278834,14.33965102,6.251889169,-30.19321998,-14.17836541,"A"
"United States",8900,8881,9030,8878,9014,0.254877212,0.581786565,2692,3039,3098,3117,2885,1.394442668,-3.786056009,6208,5842,5932,5761,6129,-0.2558158,4.094466152,19900,20735,25031,26296,30243,8.731244442,3.604635845,125.1572327,130.408805,157.427673,165.3836478,190.2075472,-8.030115434,-3.007982155,242.2233914,242.2009892,233.4969292,203.24042,181.4288603,5.950239218,4.00428367,90,93,121,132,159,-10.75804473,-4.585108541,76.85,81.71875,105.38125,123.275,145.6625,13.64249958,3.941740961,0.966091783,1.082577143,3.217233225,0.643789879,1.758671239,-11.29119163,-17.54446231,77,81,103,123,145,-11.89013322,-3.411380729,8761,8743,8870,8691,8787,0.059283622,0.436682318,9436,10044,12427,12885,15145,9.924948061,3.698788903,6132,6259,6362,6170,6305,0.557991172,0.038968023,855,745,781,797,777,-1.895036436,3.452028929,1913,1877,1887,1911,1932,0.197856385,0.99358735,68.8,71.58125,83.43125,97.1375,118.48125,11.48392176,5.97673485,453.6565598,456.7092503,463.0266252,409.316388,326.4451368,6.802986866,8.684791996,14,20,29,46,79.5,-29.34349012,-4.046121593,8314,8291,8681,8455,9133,-1.861523322,-2.567012613,4074,4106,4045,3822,3769,-1.544264116,-0.724059119,1767,1774,1696,1699,1724,-0.491508546,0.358434042,223588,190576,139048,82630,36727,-30.32012021,-13.59593545,26.02887078,20.44148879,15.68859303,9.456397345,4.304617909,-30.22564088,-11.00440311,"A"
"United States",8710,8684,8944,9175,9385,1.504015759,0.862445267,2818,3036,3267,3339,3084,1.820371232,-1.81571821,5892,5648,5677,5836,6301,1.351305757,4.036331524,25462,30182,33559,29053,32686,5.122057498,-2.010898532,160.1383648,189.8238994,211.0628931,182.7232704,205.572327,-4.872485965,1.507869872,272.8070324,252.839358,268.2014566,289.9399307,309.6099109,-2.499208473,-4.750175088,125,157,177,143,160,-4.817303064,3.252388535,90.63125,119.14375,126.40625,94.7125,116.76875,5.198544785,-2.72410616,7.13007791,5.375049364,5.644941939,4.319602096,5.105456293,6.90842773,-16.0146107,86,116,124.5,94,115,-5.646042147,2.533733133,8646,8604,8844,9061,9244,1.346543449,0.835139466,10793,12555,14921,13869,14628,6.269479862,-3.617586425,6205,6220,6383,6365,6673,1.464908439,1.532407516,761,797,947,996,894,3.273898699,-4.990527155,1744,1667,1614,1814,1818,0.834576741,1.545214927,71.025,72.6125,91.55625,98.825,120.71875,11.1917838,6.639643911,423.7904423,429.3153975,441.8944458,426.4378054,348.178281,4.008754612,7.921258786,17,21,43,44,73.5,-25.3839394,-7.029478458,5866,6035,6020,6147,6157,-0.963660255,0.87930488,5363,5268,5619,5697,5844,1.732679192,1.450567343,2111,2114,2148,2236,2299,1.72088912,0.891806188,228917,204652,147944,91791,38023,-30.16491489,-15.99221238,28.58603896,25.12300516,17.49988171,10.69077568,4.160976144,-31.98444458,-16.32146522,"A"
"United States",10651,10726,11028,11326,11729,1.946922541,0.951341825,2978,3388,3642,3624,3467,3.087457767,-3.403148191,7673,7338,7386,7702,8262,1.490174328,3.878932433,27217,31482,35501,32959,37166,6.42927748,-0.968669837,171.1761006,198,223.2767296,207.2893082,233.7484277,-6.040891785,0.742646124,229.9754399,226.8580385,245.0204825,272.6861539,299.8756698,-5.169498896,-3.480364523,123,148,172,151,164,-5.591248871,2.988354208,85.225,114.81875,124.4125,93.525,121.35,7.323432498,-1.657618648,2.737923742,2.239923278,3.706848159,3.464010836,14.17953171,-28.0299355,-32.60108965,84,114,123,92,114,-5.924857044,2.339181287,10627,10709,10999,11266,11615,1.793888991,0.775398993,12042,13756,15969,15695,17130,7.302971287,-1.696825614,7472,7449,7711,7792,8243,1.983447109,2.031934508,831,936,943,964,975,3.247779052,-3.831433408,2348,2341,2374,2570,2511,1.351393444,-0.665864593,83.01875,85.04375,103.825,115.04375,136.95625,10.53024514,5.535964545,528.8837476,543.1973632,565.7254546,536.8779226,442.056036,3.651735783,8.028421102,18,21.5,44,46,77,-25.22501131,-7.993556831,7182,7467,7720,8052,8395,-3.072962277,-0.089657148,6245,6199,6352,6413,7009,2.335124782,3.343403867,3041,2991,3063,3191,2989,-0.344356237,-1.562035997,278507,236604,175490,112130,48946,-29.37211225,-13.76776614,28.96889952,24.79865842,17.55777889,10.90546586,4.464246625,-31.20399232,-14.88951882,"A"
"China (Mainland)",13079,13128,13921,14641,16500,4.756717337,4.107524585,1455,2014,2212,2708,2859,14.46434631,-8.57400795,11624,11114,11709,11933,13641,3.251916503,6.233574388,14989,23934,30480,28582,36922,19.75744219,-10.16596428,94.27044025,150.5283019,191.6981132,179.7610063,232.2138365,-16.49788258,4.928483981,132.4137974,131.5568324,150.1105396,171.2361409,187.3115716,-6.701700847,-3.077863555,74,129,170,150,198,-17.86782839,6.131078224,71.78125,88.5375,123.46875,96.7125,124.1375,11.57795454,1.671250966,1.91869936,9.110010735,8.253013077,12.83293106,23.06907525,-39.18715114,11.52228217,71.5,86,121,92,113,-8.747342787,-0.574535227,13068,13113,13908,14620,16406,4.654694983,3.957263218,6304,10108,12368,12453,18774,24.39076015,-3.194595435,8834,9604,10036,10654,11598,5.595434585,0.048066191,3624,2909,3140,3112,3699,0.410522839,12.86401615,621,615,745,875,1203,14.13919505,12.81729929,100.29375,106.51875,139.51875,158.825,211.925,16.13995793,9.075418716,688.4286875,676.0036654,710.9411954,728.6878839,802.8338452,-3.027932003,-3.691180384,12,17,45,46,78.5,-31.31493432,-3.99650306,22167,22831,24214,25834,29478,-5.54133978,-3.151144972,608,779,888,987,1133,13.2570554,-4.444233367,828,852,987,1183,1310,9.609498768,2.612289234,201021,193276,164867,123915,57532,-22.13655612,-16.57285615,15.66316036,14.69444233,11.68192447,8.232460803,3.406275903,-26.29786212,-17.47971745,"A"
"United Kingdom",6525,6523,7034,7527,7762,3.532958532,1.050915046,2436,2670,2935,3304,3349,6.573093617,-2.161272511,4089,3853,4099,4223,4413,1.536774557,3.4235845,23879,28409,30612,28663,30353,4.914882185,-4.358180224,150.1823899,178.672956,192.5283019,180.2704403,190.8993711,-4.684637758,3.459277453,58.46960211,58.89784085,62.64808394,73.23878802,73.56347427,-4.488958402,0.095239493,134,161,176,165,171,-4.759484459,4.420471469,88.69375,117.4125,125.11875,95.24375,115.0125,5.334443528,-3.874574048,9.633534769,8.301236931,7.371005474,10.91346573,8.230933753,3.197057103,5.513823071,85,114,123,92,113,-5.535616097,2.284841898,6511,6510,7014,7486,7711,3.440974083,1.006989699,12805,14869,16923,17344,18552,7.69665897,-3.051252994,4538,4524,4847,5041,5379,3.458793746,2.337841598,735,694,725,784,783,1.273282011,1.816893424,1252,1305,1462,1702,1600,5.027524857,-3.408725436,55.7125,58.56875,77.74375,91.28125,116.1125,15.82045474,7.358748594,309.1192477,310.3167913,324.6042437,335.7292854,270.6688196,2.692225018,8.140945588,13,17,34.5,43,70,-28.58835087,-5.014005602,6131,6355,6752,7090,7700,-4.454966246,-1.465764762,2435,2405,2601,2901,2964,4.010179709,1.134565932,1974,1943,2087,2210,2200,2.191578259,0.372642237,173354,133454,117914,75354,31527,-28.88687628,-11.71499711,29.82690984,22.30553234,18.71056807,11.3229151,4.628156195,-31.10940286,-11.30300103,"A"
"United States",10427,10651,10840,11160,12084,2.993607122,2.043766992,3007,3357,3522,3683,3482,2.976723109,-1.119979308,7420,7294,7318,7477,8602,3.00044632,5.581418236,23883,28814,31660,29258,33902,7.257405693,-1.59130103,150.2075472,181.2201258,199.1194969,184.0125786,213.2201258,-6.766344614,1.138300657,130.4992398,129.7976833,135.8320987,141.7446441,154.0765323,-3.2670801,-2.848080697,113,143,158,139,162,-6.950790959,2.260496705,89.09375,118.25625,125.96875,93.3125,122,6.488453104,-0.66296836,7.122289289,4.976987135,3.348559955,1.32791746,13.8100319,-12.40385667,-44.49627805,84,115,124,93,117,-6.41231926,2.147900409,10385,10605,10779,11078,11951,2.848875835,1.920681261,9593,11771,13426,12781,14560,8.70296399,-2.928318793,7224,7381,7387,7465,8137,2.408809083,2.276232731,934,965,1101,1197,1157,4.375194201,-2.220248456,2269,2305,2352,2498,2790,4.220689367,3.367583151,82.45,86.65625,104.6,113.2625,141.38125,11.38846815,6.574867138,530.7032335,541.7852744,566.4365186,549.5464395,504.5198586,1.017052794,3.656702442,18,23,44.5,45,76,-25.02926259,-6.350114416,6472,6381,6676,6557,7460,-2.801416424,-4.510222134,7248,7472,7476,7789,8345,2.858842144,1.349254732,2339,2399,2451,2498,2624,2.326170636,0.826278808,283792,240572,178933,111075,52276,-28.70477563,-12.56894682,25.63844972,21.01249017,15.57022276,9.141975309,4.195842363,-30.37174993,-12.02016418,"A"
"United States",13124,13644,14040,14894,15153,2.916848842,-0.741083787,3442,3975,4211,4263,3925,2.661063516,-4.582075916,9682,9669,9829,10631,11228,3.007172259,1.916640705,27225,31735,35489,32741,36753,6.185442508,-1.437302481,171.2264151,199.591195,223.2012579,205.918239,231.1509434,-5.825132299,1.098440928,184.1572293,182.2703241,199.2103328,222.29314,220.0461743,-3.49829424,-0.004696589,130,153,177,152,177,-5.985678263,0.302795318,98.0625,123.1625,130.2125,95.70625,124.25625,4.848701509,1.411647232,7.420596443,3.985646417,3.577335188,4.66567403,12.94946485,-10.53824811,-50.05104987,101,125,131,95,118,-3.063379847,-0.097175141,13119,13628,14030,14852,15079,2.823968581,-0.783818404,11694,13503,15988,15412,17350,8.209970322,-0.964951447,9148,9440,9692,10011,10300,2.400532194,-0.101710011,1510,1592,1642,1630,1621,1.428782744,-1.994203605,2466,2612,2706,3253,3232,5.559094461,-2.188692335,99.7,106.7875,127.2,141.14375,167.7875,10.97186605,3.922734972,639.1640452,677.1582072,701.3833931,696.2888222,566.0859591,2.458027517,9.537123764,19.5,23.5,45,46,79,-24.40701343,-8.250291768,11621,12096,12654,12894,13606,-3.104723377,-0.435355819,6816,6909,7260,7798,8033,3.34028074,0.54971887,2763,3005,2843,3037,3211,3.050922558,-1.009752522,299879,267176,197936,124622,51180,-29.78484716,-16.00880376,25.17875735,20.60748168,15.43842134,9.269711395,3.500683995,-32.60561364,-14.69331862,"A"
"United States",12538,13280,13616,14030,14350,2.736490751,-1.212394151,4226,4800,4987,5371,4807,2.609820028,-3.767252401,8312,8480,8629,8659,9543,2.800654067,2.72928562,31022,33354,37108,40494,43706,7.096247387,0.138264496,195.1069182,209.7735849,233.3836478,254.6792453,274.8805031,-6.62604672,-0.119146739,354.7678077,362.5191732,378.3872639,414.4332461,431.2643814,-3.829887808,-0.588182387,121,132,151,166,182,-7.83992989,-0.152625153,84.15625,86.05,105.65,123.43125,145.8,11.61799829,5.29071936,7.610442078,5.406495046,3.378064646,1.267006947,2.018156578,30.40402772,-25.99479798,78,83,103,123,145,-11.66245611,-3.049439136,12489,13225,13559,13934,14240,2.658866504,-1.232372943,12905,14432,17110,19689,21363,10.60655004,-1.110137886,8970,9447,9539,9832,10256,2.715767085,-0.335092202,1242,1300,1425,1425,1385,2.20346867,-2.492301607,2326,2533,2652,2773,2709,3.095535533,-3.735789272,97.9,104,121.375,147.35625,172.31875,11.97213749,3.569796855,611.9925412,657.9365686,691.8896988,657.0891245,536.5826455,2.664879405,9.813729214,18,23,35.5,59.5,94.5,-28.22583656,-5.099302201,8400,8516,8692,8780,9386,-2.195295057,-1.698094204,9786,10361,10657,11058,11084,2.522281231,-1.880205654,1477,1503,1629,1660,1786,3.872406128,1.943345488,335411,288180,213724,134561,58764,-29.41591167,-14.08252333,29.12818063,22.44392523,17.43831593,10.25461058,4.380796183,-31.53825922,-11.44400468,"A"
"Switzerland",4701,4827,4668,4819,4593,-0.463758239,-2.456683484,962,1108,1096,1330,1173,4.045808196,-6.622161613,3739,3719,3572,3489,3420,-1.767741733,-0.480913881,11721,10286,9844,11930,10201,-2.739697423,-0.749964141,73.71698113,64.6918239,61.91194969,75.03144654,64.1572327,2.81687117,0.999439111,33.60382213,29.88394211,28.78496963,31.67885159,28.53812342,3.321964045,-0.480792696,71,63,55,73,58,4.127650931,4.387885422,72.65625,63.225,51.6375,71.84375,56.4625,-4.918193401,-2.809554411,3.753483707,3.798294884,4.993690988,2.836303013,4.403954055,-3.145823901,-11.4722244,72,62,50,71,55,5.534379592,4.320625611,4680,4811,4647,4800,4572,-0.465858776,-2.516381766,7105,7002,6991,7811,7152,0.131952507,-2.329045516,3026,3118,3087,3196,3053,0.17781988,-2.504886726,1308,1310,1179,1140,1103,-3.351848145,-1.132839745,367,399,402,483,437,3.553092831,-6.081051858,39.2,37.9,41.81875,48.7375,54.425,6.783087586,4.995328473,246.3095358,260.2363995,243.1496387,224.4851969,175.0429076,7.069886282,11.19914382,11,8,11,16,26,-15.80547184,-25.32051282,7741,8003,8030,8095,7901,-0.408333154,1.909719243,564,570,573,564,523,-1.49812057,-2.777777778,243,292,283,297,280,2.875119228,-8.629504926,34517,33502,24335,17934,7307,-26.69371467,-18.77186049,20.8940678,19.70705882,14.28948914,10.58053097,4.425802544,-26.68483659,-17.49641198,"A"
"Japan",12071,11654,11974,12000,12300,0.376574881,1.984853506,4011,4177,4492,4309,4321,1.500065116,-0.546206266,8060,7477,7482,7691,7979,-0.201805422,3.659295736,26066,30466,33842,30180,34111,5.527102109,-1.285014959,163.9371069,191.6100629,212.8427673,189.8113208,214.5345912,-5.237613843,0.972729127,123.2464181,111.4629933,105.3862417,114.989387,124.7728965,-0.245887332,-6.137552024,124,159,181,155,176,-6.764392812,3.360253478,85.99375,116.34375,125.4125,94.4125,115.45625,6.069399932,-4.334701988,3.056073188,4.037632526,6.180093321,5.004887548,4.791038378,-8.599868578,9.591264564,85,115,123,92,114,-5.701927664,2.262903636,12052,11642,11959,11977,12270,0.359176247,1.949426835,12217,13706,16218,15919,17124,6.986290358,-1.539454631,8656,8475,8637,8790,9107,1.020989419,1.899135332,2290,2060,1996,1944,1884,-3.827903569,2.31908279,1125,1119,1341,1266,1309,3.075968667,1.309952607,94.04375,94.53125,120.1375,133.475,161.71875,11.45154352,6.880651298,599.9535029,620.3681086,654.1270671,570.5669359,506.9716995,3.425296681,5.27828797,13,17.5,34.5,44,69.5,-28.48589471,-3.658787256,15993,15451,16243,16196,17021,-1.238205352,-2.784939111,3126,3081,3032,2976,3047,-0.510626488,1.275097345,839,838,867,1018,919,1.838198967,-3.201920458,200101,155863,125453,79834,34426,-29.67213052,-11.59006212,17.15102426,13.78708536,10.72431185,6.795539666,2.898055392,-29.92496486,-12.57997752,"A"
"Australia",4765,4818,4832,4926,4947,0.752493008,-0.22865588,1219,1336,1298,1349,1233,0.228648477,-3.057240598,3546,3482,3534,3577,3714,0.930083751,1.878291899,6327,6880,8609,9124,9022,7.354683936,-3.286083333,39.79245283,43.27044025,54.14465409,57.3836478,56.74213836,-6.850827245,3.056120139,35.3274153,43.219148,41.76211057,44.39064201,50.96439733,-7.067206025,1.787028489,26,28,40,41,40,-8.254943739,3.214285714,17.08125,15.775,28.4875,32.60625,14.51875,-3.198538205,-15.9417399,7.140082514,6.948100505,3.083711519,3.62572374,5.217257135,6.476115289,-11.08942025,15,13,28,32,13,2.903366107,43.58974359,4748,4803,4822,4904,4902,0.640438259,-0.399721837,5142,5725,6920,7375,8007,9.261598821,-0.922836417,3251,3388,3417,3433,3495,1.457940456,-0.802695797,737,593,588,571,537,-6.135502488,4.528068145,777,837,827,922,915,3.323715531,-2.827075604,34.975,35.38125,40.69375,47.11875,53.75625,8.976849498,4.308401649,258.7507227,271.9158645,264.5029989,236.7491938,193.7915221,5.952048898,9.002858093,5,5,8,15,20,-24.21417167,-8.333333333,5374,5103,5574,5531,5769,-1.408511242,-3.145366653,798,899,870,841,940,3.329658115,-0.294980416,1866,1877,1822,1925,1923,0.603601661,-0.231130784,83162,83078,68074,42219,17007,-27.1984615,-19.87206042,25.14726338,24.75506555,19.55587475,11.91281038,4.659452055,-28.62126888,-19.77581384,"A"
"Hong Kong SAR",4888,5039,5321,5523,5762,3.344748178,0.412720095,1149,1398,1565,1574,1498,5.448002407,-5.781219986,3739,3641,3756,3949,4264,2.662620638,3.532574875,5702,15225,23446,19036,22354,31.42125396,-49.86048084,35.86163522,95.75471698,147.4591195,119.7232704,140.591195,-23.908807,15.90181965,53.61318065,48.07256079,50.2514868,54.77836956,53.97505446,-0.134450334,-3.345742332,21,83,135,105,126,-30.11728812,19.34404284,18.55,75.04375,121.1,92.1875,113.125,43.56313572,-93.94555104,8.033577334,0.233832575,0.584925948,0.683935155,0.590810125,68.53581668,-1106.616201,16,75,121,92,113,-32.3592666,20.02753196,4714,4830,5112,5318,5462,2.989375219,0.082343228,5657,9340,12721,11950,13105,18.29602981,-18.47996915,3545,3708,3895,4101,4180,3.3503635,-0.890555321,546,580,556,511,583,1.320000302,2.620971114,797,751,870,911,999,4.621618276,5.143786088,36.6375,41.50625,60.06875,68.06875,85.54375,18.48203112,4.127864605,273.0034554,278.2187049,288.4383047,268.2009273,224.7759708,3.964160815,7.064576946,5,13,25,34,52.5,-37.51696158,8.766788767,4695,5041,5227,5547,5938,-4.588860942,0.093002953,2025,2105,2095,2138,2322,2.774988669,1.551852237,1288,1225,1422,1645,1672,5.357166481,2.177547245,90964,92130,68940,45857,19053,-26.84925331,-19.91103274,20.31807014,20.15973742,13.94417476,8.977486296,3.620866591,-29.17509287,-19.62932842,"A"
"United States",9162,9560,9601,10066,10417,2.600735805,-0.285681265,2984,3407,3569,3655,3513,3.317970397,-3.562872441,6178,6153,6032,6411,6904,2.247000328,2.698189891,25892,31406,33012,30357,34148,5.691469171,-2.936031495,162.8427673,197.5220126,207.6226415,190.9245283,214.7672956,-5.384984442,2.151826541,243.94359,238.6017771,229.2141136,245.3277979,248.0719372,-0.335072637,-1.114995111,112,145,156,130,154,-6.170487402,2.391401702,90.1,118.48125,126.13125,93.3375,115.63125,5.116304888,-2.538209372,7.381090918,4.856392888,3.291158109,1.400303202,1.851811539,31.85747464,-25.45636172,85,116,124,93,115,-5.866497729,2.531234383,8640,8893,8879,9210,9533,1.986613261,0.192938935,10531,13743,14554,14215,15895,8.582086787,-6.227308576,6651,6839,6812,7064,7481,2.379862368,1.025509466,781,882,944,954,969,4.408185589,-3.786603747,1730,1839,1845,2048,1967,2.601013635,-3.418552053,74.3,79.13125,94.91875,106.8375,129.86875,11.81579845,5.018305414,445.8346677,474.7318226,486.5270969,468.8842891,388.5650124,2.787908351,8.919263879,18,23,45,47,78.5,-25.51298517,-6.129419367,6162,6479,6264,6669,6943,-2.358395865,0.315436501,6259,6552,6655,6960,7328,3.203898229,0.202032445,1669,1645,1601,1604,1719,0.592107703,2.869187626,223307,189061,134284,82371,36001,-30.58034589,-13.65274866,28.07480513,23.31208385,16.35415905,9.424599542,4.014832162,-32.22490596,-13.47870156,"A"
"United States",8726,9041,8991,9244,9193,1.048160116,-1.387203554,2585,3066,3082,2959,2708,0.934032048,-6.386353105,6141,5975,5909,6285,6485,1.096047517,1.961774201,23973,28678,32073,25496,29697,4.37537257,-1.049717249,150.7735849,180.3647799,201.7169811,160.3522013,186.7735849,-4.191958756,0.75336481,109.8392338,117.7926961,124.7893989,123.9971998,128.2431396,-3.050701584,1.147077692,124,155,172,131,155,-4.364750021,1.505376344,85.725,116.175,125.28125,94.29375,116.08125,6.250483853,-4.138191548,5.336418133,5.066290122,3.865948548,3.853605475,4.317540464,4.328433616,-5.359074583,83,113,123,92,114,-6.149919774,2.416808984,8683,9002,8949,9208,9137,1.024512819,-1.481638027,11175,12869,14342,12495,14674,5.599095083,0.7600463,6092,6324,6416,6423,6415,1.038607734,-1.310941845,1374,1371,1304,1263,1351,-0.337053392,2.39529274,1260,1346,1271,1558,1427,2.520492917,-5.077870829,71.7375,77.00625,100.48125,108.86875,129.05625,12.46219632,3.732828406,421.5452629,453.056156,419.5854943,389.1614129,305.8213242,6.628988577,11.40214005,17,21,44,45,71,-24.8657225,-5.857366421,11290,11740,12094,11974,12523,-2.051652744,-0.183628053,1469,1487,1494,1516,1471,0.027214591,-1.397887027,2277,2331,2279,2467,2238,-0.344927298,-3.884690297,269944,214612,160470,99296,42178,-31.01376226,-12.34179232,34.6215211,26.86007509,20.00623364,11.9532924,5.001541563,-32.08721392,-11.91321432,"A"
